"Date","rvp","rvp_division","headline_inflation"
"2018-11-30",3.9045304777189553,3.7144414939352695,5.117565698478572
"2018-12-31",1.8420904999449224,1.7619996086429688,4.545454545454561
"2019-01-31",2.2074540764162185,2.122888464505954,3.9835164835164956
"2019-02-28",2.258161823792182,2.17233391699012,3.9509536784741077
"2019-03-31",2.0760492098826173,1.9843795045111774,4.619565217391312
"2019-04-30",2.457138796057124,2.3555516623700075,4.312668463611871
"2019-05-31",2.2978149066785574,2.1972670214442314,4.576043068640658
"2019-06-30",1.85044642471151,1.7697859395317774,4.557640750670245
"2019-07-31",2.2113692019863094,2.1293619042144383,3.8512616201859378
"2019-08-31",2.218117730749059,2.1248720172271236,4.388297872340431
"2019-09-30",2.2063109916965797,2.1192936370622366,4.105960264900659
"2019-10-31",2.851371121963231,2.7534232589950287,3.5573122529644086
"2019-11-30",3.043529917959847,2.9391140249675782,3.55263157894737
"2019-12-31",2.149361942451127,2.0676371537647724,3.9525691699604697
"2020-01-31",2.460805506505529,2.352057788415007,4.623513870541601
"2020-02-29",2.517395459235056,2.403970882848995,4.7182175622542815
"2020-03-31",2.3859081503689903,2.290709820179704,4.155844155844164
"2020-04-30",4.372578537205567,4.241072415785851,3.1007751937984267
"2020-05-31",7.239647712574138,7.102533172563263,1.9305019305019329
"2020-06-30",6.123494666645611,5.992880602237862,2.1794871794871966
"2020-07-31",2.7090238455780966,2.625101173781997,3.196930946291559
"2020-08-31",2.5737287846820376,2.4973758911933244,3.0573248407643234
"2020-09-30",2.757285676061285,2.6755883226965063,3.053435114503827
"2020-10-31",3.235543036059018,3.1319419043625474,3.30788804071247
"2020-11-30",3.4861985473011137,3.3788648481847,3.1766200762388905
"2020-12-31",3.898919484826503,3.783822230661884,3.041825095057021
"2021-01-31",3.267171969575004,3.167197307103309,3.156565656565661
"2021-02-28",1.8812514889146217,1.82861306525886,2.8785982478097623
"2021-03-31",1.7471434072554077,1.6922814162063253,3.241895261845371
"2021-04-30",4.080301924627336,3.908860667290053,4.3859649122806985
"2021-05-31",7.314966029802567,6.946586445567905,5.303030303030297
"2021-06-30",5.209481352968891,4.972403159660126,4.767879548306155
"2021-07-31",3.585855864133597,3.4245984406577668,4.708798017348201
"2021-08-31",4.238837090932326,4.043890573778599,4.820766378244741
"2021-09-30",4.236829762817622,4.037449538685028,4.938271604938265
"2021-10-31",4.692706801674381,4.467148795966703,5.049261083743843
"2021-11-30",6.816548418154825,6.466165088249672,5.418719211822648
"2021-12-31",7.803141290369578,7.368122960592878,5.904059040590397
"2022-01-31",6.213881615218495,5.882666604442075,5.6303549571603355
"2022-02-28",5.6482950954177875,5.348961484370301,5.596107055961056
"2022-03-31",6.211399569097799,5.864354439239427,5.917874396135275
"2022-04-30",5.427601793625772,5.126068360646563,5.882352941176478
"2022-05-31",5.957356506399208,5.595084826956014,6.47482014388487
"2022-06-30",8.391552439367263,7.8028355087657735,7.544910179640723
"2022-07-31",10.8979936386174,10.108457326708786,7.810650887573957
"2022-08-31",8.342744218352042,7.748792001273311,7.665094339622641
"2022-09-30",6.528713374930793,6.071560578436733,7.529411764705898
"2022-10-31",5.8372899507775164,5.42988912542336,7.502930832356398
"2022-11-30",5.0034247309350635,4.655360401826537,7.476635514018697
"2022-12-31",4.756677031380168,4.4371602643752155,7.2009291521486745
"2023-01-31",4.114186316711555,3.8509140903710106,6.836616454229443
"2023-02-28",3.8795326467699947,3.6247947657657216,7.027649769585252
"2023-03-31",3.886101250774109,3.6295109658454674,7.069555302166491
"2023-04-30",4.031192382416874,3.77442853640306,6.802721088435376
"2023-05-31",3.498545927772375,3.291005067650285,6.306306306306311
"2023-06-30",3.8729389426636422,3.676426184473521,5.34521158129175
"2023-07-31",5.431879616029152,5.187046467717565,4.720087815587277
"2023-08-31",4.26459799030003,4.068524519481636,4.819277108433752
"2023-09-30",2.5909141415168526,2.459081542415788,5.361050328227563
"2023-10-31",3.0418583613649313,2.869736746267122,5.997818974918204
"2023-11-30",2.976971253223314,2.820611280088001,5.543478260869563
"2023-12-31",2.941465484732452,2.7960583340968626,5.200433369447438
"2024-01-31",2.565323278062743,2.433362204088322,5.422993492407798
"2024-02-29",2.877881817740947,2.7253335460564116,5.597416576964463
"2024-03-31",3.0743095084262135,2.9188843563318643,5.3248136315229
"2024-04-30",2.69495392533499,2.5617019148996576,5.201698513800409
"2024-05-31",2.703810587651531,2.5703899242125328,5.190677966101688
"2024-06-30",2.813738499223512,2.677863803083946,5.073995771670198
"2024-07-31",2.341612986526129,2.2383755402263796,4.612159329140454
"2024-08-31",2.280021877165956,2.1841651015493695,4.388714733542315
"2024-09-30",3.5982071707152072,3.465073505398744,3.8421599169262635
"2024-10-31",5.661795082209489,5.5087735935011235,2.7777777777777857
"2024-11-30",4.643179363158537,4.513040201828768,2.8836251287332857
"2024-12-31",4.0072885763469825,3.8910772076329194,2.986611740473748
"2025-01-31",3.193358287442073,3.094660274569985,3.189300411522637
"2025-02-28",3.189951116308916,3.092235222429888,3.1600407747196755
"2025-03-31",3.9194913049396853,3.8153315950643205,2.7300303336703564
"2025-04-30",4.605430485001551,4.478882836738506,2.8254288597376416
